Time [Hr:Min:Sec],Neph [ug/cm^3]
16:54:20,8.655
16:54:30,11.552
16:54:40,8.66
16:54:50,8.656
16:55:00,11.543
16:55:10,8.655
16:55:20,23.114
16:55:30,11.546
16:55:40,11.548
16:55:50,14.435
16:56:00,8.669
16:56:10,11.547
16:56:20,8.668
16:56:30,8.671
16:56:40,11.566
16:56:50,8.659
16:57:00,11.563
16:57:10,11.551
16:57:20,11.556
16:57:30,11.562
16:57:40,8.676
16:57:50,11.567
16:58:00,11.568
16:58:10,11.556
16:58:20,11.553
16:58:30,17.351
16:58:40,11.549
16:58:50,11.555
16:59:00,8.665
16:59:10,8.67
16:59:20,11.552
16:59:30,11.566
16:59:40,11.552
16:59:50,14.463
17:00:00,11.568
17:00:10,11.544
17:00:20,11.546
17:00:30,11.57
17:00:40,17.332
17:00:50,11.551
17:01:00,11.562
17:01:10,11.553
17:01:20,8.669
17:01:30,14.459
17:01:40,11.556
17:01:50,8.661
17:02:00,11.551
17:02:10,14.435
17:02:20,8.658
17:02:30,14.457
17:02:40,11.562
17:02:50,8.663
17:03:00,11.552
17:03:10,11.565
17:03:20,11.563
17:03:30,14.442
17:03:40,11.551
17:03:50,43.348
17:04:00,14.435
17:04:10,8.67
17:04:20,11.549
17:04:30,14.432
17:04:40,8.663
17:04:50,14.437
17:05:00,14.454
17:05:10,8.673
17:05:20,8.656
17:05:30,11.548
17:05:40,8.67
17:05:50,8.672
17:06:00,14.435
17:06:10,8.657
17:06:20,11.561
17:06:30,8.663
17:06:40,8.665
17:06:50,14.443
17:07:00,14.434
17:07:10,17.317
17:07:20,8.67
17:07:30,8.671
17:07:40,11.558
17:07:50,11.549
17:08:00,11.548
17:08:10,8.671
17:08:20,11.558
17:08:30,11.543
17:08:40,11.544
17:08:50,8.657
17:09:00,14.434
17:09:10,8.668
17:09:20,8.669
17:09:30,11.553
17:09:40,8.659
17:09:50,8.655
17:10:00,8.653
17:10:10,11.547
17:10:20,8.669
17:10:30,11.546
17:10:40,8.67
17:10:50,14.457
17:11:00,11.558
17:11:10,17.318
17:11:20,11.547
17:11:30,14.437
17:11:40,8.66
17:11:50,11.546
17:12:00,8.666
17:12:10,11.557
17:12:20,11.546
17:12:30,14.448
17:12:40,14.435
17:12:50,11.547
17:13:00,8.661
17:13:10,8.67
17:13:20,11.544
17:13:30,11.555
17:13:40,11.549
17:13:50,14.435
17:14:00,8.665
17:14:10,11.543
17:14:20,11.551
17:14:30,14.429
17:14:40,17.345
17:14:50,11.563
17:15:00,11.543
17:15:10,14.442
17:15:20,11.56
17:15:30,14.435
17:15:40,11.561
17:15:50,8.632
17:16:00,8.657
17:16:10,11.547
17:16:20,17.337
17:16:30,11.558
17:16:40,28.905
17:16:50,8.665
17:17:00,14.446
17:17:10,11.562
17:17:20,14.451
17:17:30,11.557
17:17:40,8.664
17:17:50,11.548
17:18:00,8.656
17:18:10,14.449
17:18:20,11.544
17:18:30,8.641
17:18:40,8.672
17:18:50,11.562
17:19:00,11.556
17:19:10,11.547
17:19:20,17.317
17:19:30,17.318
17:19:40,11.56
17:19:50,23.081
17:20:00,8.672
17:20:10,11.541
17:20:20,11.548
